"","X.2","Rk","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","WinorLoss","Year"
"3308",11,11,"11","Saturday Apr 17","boxscore","ATL","","COL","L",0,4,NA,"6-5",3,"2.0","Jimenez","Kawakami","","2:31","N",32602,"-","L",2010
"3309",12,12,"12","Sunday Apr 18","boxscore","ATL","","COL","W-wo",4,3,NA,"7-5",3,"1.0","O'Flaherty","Morales","","3:13","D",26546,"+","W",2010
"33101",13,13,"13","Tuesday Apr 20","boxscore","ATL","","PHI","W-wo",4,3,10,"8-5",1,"Tied","Wagner","Contreras","","3:12","N",18032,"++","W",2010
"3311",14,14,"14","Wednesday Apr 21","boxscore","ATL","","PHI","L",0,2,NA,"8-6",2,"1.0","Halladay","Hudson","","2:28","N",21171,"-","L",2010
"3312",15,15,"15","Thursday Apr 22","boxscore","ATL","","PHI","L",3,8,NA,"8-7",3,"2.0","Moyer","Lowe","","3:17","N",22476,"--","L",2010
"3313",16,16,"16","Friday Apr 23","boxscore","ATL","@","NYM","L",2,5,NA,"8-8",4,"2.0","Takahashi","Kawakami","Rodriguez","3:02","N",32265,"---","L",2010
"3314",17,17,"17","Saturday Apr 24","boxscore","ATL","@","NYM","L",1,3,NA,"8-9",5,"3.0","Acosta","Jurrjens","Rodriguez","2:45","D",36547,"----","L",2010
"3315",18,18,"18","Sunday Apr 25","boxscore","ATL","@","NYM","L",0,1,5,"8-10",5,"3.0","Pelfrey","Hanson","","1:58","N",27623,"-----","L",2010
"3316",19,19,"19","Monday Apr 26","boxscore","ATL","@","STL","L",3,4,NA,"8-11",5,"3.0","Reyes","Saito","Franklin","2:57","N",35257,"------","L",2010
"3317",20,20,"20","Tuesday Apr 27","boxscore","ATL","@","STL","L",4,5,NA,"8-12",5,"3.5","Carpenter","Lowe","Motte","2:52","N",35587,"-------","L",2010
"3318",21,21,"21","Wednesday Apr 28","boxscore","ATL","@","STL","L",0,6,NA,"8-13",5,"4.5","Garcia","Kawakami","","2:35","N",35693,"--------","L",2010
"3319",22,22,"22","Thursday Apr 29","boxscore","ATL","@","STL","L",4,10,NA,"8-14",5,"5.0","Wainwright","Jurrjens","","2:33","D",39561,"---------","L",2010
"3320",23,23,"23","Friday Apr 30","boxscore","ATL","","HOU","W",4,2,NA,"9-14",5,"5.0","Hanson","Myers","Wagner","2:20","N",30082,"+","W",2010
"3321",24,24,"24","Saturday May 1","boxscore","ATL","","HOU","W",10,1,NA,"10-14",5,"4.0","Hudson","Rodriguez","","2:52","D",27035,"++","W",2010
"3322",25,25,"25","Sunday May 2","boxscore","ATL","","HOU","W",7,1,NA,"11-14",5,"3.5","Lowe","Norris","","2:48","D",25665,"+++","W",2010
"3323",26,26,"26","Tuesday May 4","boxscore","ATL","@","WSN","L",3,6,NA,"11-15",5,"4.0","Hernandez","Kawakami","Capps","3:06","N",17098,"-","L",2010
"3324",27,27,"27","Wednesday May 5","boxscore","ATL","@","WSN","W",7,6,10,"12-15",5,"4.0","Medlen","Capps","Wagner","3:21","N",15616,"+","W",2010
"3325",28,28,"28","Thursday May 6","boxscore","ATL","@","WSN","L-wo",2,3,NA,"12-16",5,"5.0","Clippard","O'Flaherty","","2:34","N",17131,"-","L",2010
"3326",29,29,"29","Friday May 7","boxscore","ATL","@","PHI","L",0,7,NA,"12-17",5,"6.0","Moyer","Lowe","","2:17","N",45349,"--","L",2010
"3327",30,30,"30","Saturday May 8","boxscore","ATL","@","PHI","W",4,1,NA,"13-17",5,"5.0","O'Flaherty","Blanton","Wagner","3:11","D",45395,"+","W",2010
"3328",31,31,"31","Sunday May 9","boxscore","ATL","@","PHI","L",3,5,NA,"13-18",5,"6.0","Hamels","Kawakami","Lidge","2:36","D",45193,"-","L",2010
"3329",32,32,"32","Monday May 10","boxscore","ATL","@","MIL","W",8,2,NA,"14-18",5,"6.0","Hanson","Davis","","2:51","N",24365,"+","W",2010
"3330",33,33,"33","Tuesday May 11","boxscore","ATL","@","MIL","W",11,3,NA,"15-18",5,"5.5","Hudson","Bush","","3:31","N",30678,"++","W",2010
"3331",34,34,"34","Wednesday May 12","boxscore","ATL","@","MIL","W",9,2,NA,"16-18",4,"4.5","Lowe","Parra","","3:09","D",30175,"+++","W",2010
"3332",35,35,"35","Friday May 14","boxscore","ATL","","ARI","W-wo",6,5,NA,"17-18",5,"4.5","Wagner","Qualls","","3:24","N",30657,"++++","W",2010
"3333",36,36,"36","Saturday May 15","boxscore","ATL","","ARI","L",1,11,NA,"17-19",5,"5.5","Lopez","Hanson","","2:54","N",32718,"-","L",2010
"3334",37,37,"37","Sunday May 16","boxscore","ATL","","ARI","W",13,1,NA,"18-19",4,"5.5","Hudson","Haren","","3:02","D",31758,"+","W",2010
"3335",38,38,"38","Monday May 17","boxscore","ATL","","NYM","L",2,3,NA,"18-20",5,"6.5","Pelfrey","Lowe","Rodriguez","2:47","N",21086,"-","L",2010
"3336",39,39,"39","Tuesday May 18","boxscore","ATL","","NYM","W-wo",3,2,NA,"19-20",4,"5.5","Wagner","Feliciano","","2:46","N",27119,"+","W",2010
"3337",40,40,"40","Wednesday May 19","boxscore","ATL","","CIN","W-wo",5,4,NA,"20-20",4,"4.5","Wagner","Masset","","2:54","N",25347,"++","W",2010
"3338",41,41,"41","Thursday May 20","boxscore","ATL","","CIN","W-wo",10,9,NA,"21-20",3,"4.5","Kimbrel","Cordero","","2:59","D",21621,"+++","W",2010
"3339",42,42,"42","Friday May 21","boxscore","ATL","@","PIT","W",7,0,NA,"22-20",2,"4.5","Hudson","Ohlendorf","","2:36","N",22470,"++++","W",2010
"3340",43,43,"43","Saturday May 22","boxscore","ATL","@","PIT","W",4,2,NA,"23-20",2,"3.5","Lowe","Morton","Wagner","3:31","N",26519,"+++++","W",2010
"3341",44,44,"44","Sunday May 23","boxscore","ATL","@","PIT","L-wo",2,3,10,"23-21",2,"3.5","Dotel","Saito","","3:08","D",23045,"-","L",2010
"3342",45,45,"45","Tuesday May 25","boxscore","ATL","@","FLA","L",4,6,NA,"23-22",3,"3.5","Sanchez","Kawakami","","2:55","N",11434,"--","L",2010
"3343",46,46,"46","Wednesday May 26","boxscore","ATL","@","FLA","W",7,3,NA,"24-22",2,"2.5","Hanson","Badenhop","","2:55","N",15238,"+","W",2010
"3344",47,47,"47","Thursday May 27","boxscore","ATL","@","FLA","W",8,3,NA,"25-22",2,"1.5","Moylan","Nolasco","","3:31","N",11381,"++","W",2010
"3345",48,48,"48","Friday May 28","boxscore","ATL","","PIT","W",7,3,NA,"26-22",2,"1.5","Lowe","Duke","","2:26","N",23442,"+++","W",2010
"3346",49,49,"49","Saturday May 29","boxscore","ATL","","PIT","W",6,3,NA,"27-22",2,"1.5","Medlen","Burres","Wagner","2:50","N",29134,"++++","W",2010
"3347",50,50,"50","Sunday May 30","boxscore","ATL","","PIT","W",5,2,NA,"28-22",2,"0.5","Saito","Hanrahan","Wagner","2:54","D",31078,"+++++","W",2010
"3348",52,51,"51","Monday May 31","boxscore","ATL","","PHI","W",9,3,NA,"29-22",1,"up 0.5","Hanson","Blanton","","2:59","D",42543,"++++++","W",2010
"3349",53,52,"52","Tuesday Jun 1","boxscore","ATL","","PHI","W",7,3,NA,"30-22",1,"up 1.5","Hudson","Hamels","Wagner","3:18","N",29731,"+++++++","W",2010
"3350",54,53,"53","Wednesday Jun 2","boxscore","ATL","","PHI","W",2,1,NA,"31-22",1,"up 2.5","Lowe","Contreras","Wagner","2:28","D",26309,"++++++++","W",2010
"3351",55,54,"54","Thursday Jun 3","boxscore","ATL","@","LAD","W",4,3,NA,"32-22",1,"up 3.0","Medlen","Kuroda","Venters","2:55","N",35333,"+++++++++","W",2010
"3352",56,55,"55","Friday Jun 4","boxscore","ATL","@","LAD","L",4,5,NA,"32-23",1,"up 2.0","Kuo","Kawakami","Broxton","2:51","N",42459,"-","L",2010
"3353",57,56,"56","Saturday Jun 5","boxscore","ATL","@","LAD","W",9,3,NA,"33-23",1,"up 2.0","Hanson","Billingsley","","3:35","N",48207,"+","W",2010
"3354",58,57,"57","Sunday Jun 6","boxscore","ATL","@","LAD","L-wo",4,5,11,"33-24",1,"up 2.0","Belisario","Chavez","","3:37","D",37944,"-","L",2010
"3355",59,58,"58","Monday Jun 7","boxscore","ATL","@","ARI","L",4,7,NA,"33-25",1,"up 2.0","Haren","Lowe","Qualls","3:15","N",17731,"--","L",2010
"3356",60,59,"59","Tuesday Jun 8","boxscore","ATL","@","ARI","W",7,5,NA,"34-25",1,"up 2.0","Venters","Vasquez","Wagner","3:05","N",17052,"+","W",2010
"3357",61,60,"60","Wednesday Jun 9","boxscore","ATL","@","ARI","L",1,2,NA,"34-26",1,"up 1.5","Heilman","Moylan","Qualls","3:05","N",19138,"-","L",2010
"3358",62,61,"61","Thursday Jun 10","boxscore","ATL","@","ARI","W",11,7,NA,"35-26",1,"up 2.5","Moylan","Qualls","","3:53","D",26969,"+","W",2010
"3359",63,62,"62","Friday Jun 11","boxscore","ATL","@","MIN","L",1,2,NA,"35-27",1,"up 1.5","Liriano","Hudson","Rauch","2:06","N",39428,"-","L",2010
"3360",64,63,"63","Saturday Jun 12","boxscore","ATL","@","MIN","W",3,2,NA,"36-27",1,"up 1.5","Venters","Guerrier","Wagner","2:45","N",40001,"+","W",2010
"3361",65,64,"64","Sunday Jun 13","boxscore","ATL","@","MIN","W",7,3,NA,"37-27",1,"up 1.5","Medlen","Slowey","","2:47","D",39772,"++","W",2010
"3362",66,65,"65","Tuesday Jun 15","boxscore","ATL","","TBR","L",4,10,NA,"37-28",1,"up 0.5","Price","Kawakami","","3:30","N",30448,"-","L",2010
"3363",67,66,"66","Wednesday Jun 16","boxscore","ATL","","TBR","W",6,2,NA,"38-28",1,"up 0.5","Hanson","Davis","","2:47","N",26807,"+","W",2010
"3364",68,67,"67","Thursday Jun 17","boxscore","ATL","","TBR","W",3,1,NA,"39-28",1,"up 0.5","Hudson","Shields","Wagner","2:24","N",30427,"++","W",2010
"3365",69,68,"68","Friday Jun 18","boxscore","ATL","","KCR","W",6,4,NA,"40-28",1,"up 0.5","Lowe","Bannister","Wagner","2:42","N",29808,"+++","W",2010
"3366",70,69,"69","Saturday Jun 19","boxscore","ATL","","KCR","W-wo",5,4,NA,"41-28",1,"up 1.5","Wagner","Tejeda","","2:34","N",39109,"++++","W",2010
"3367",71,70,"70","Sunday Jun 20","boxscore","ATL","","KCR","W",8,5,NA,"42-28",1,"up 2.5","Kimbrel","Wood","Wagner","3:13","D",30072,"+++++","W",2010
"3368",72,71,"71","Tuesday Jun 22","boxscore","ATL","@","CHW","L",6,9,NA,"42-29",1,"up 1.5","Danks","Hanson","Jenks","2:38","N",28773,"-","L",2010
"3369",73,72,"72","Wednesday Jun 23","boxscore","ATL","@","CHW","L",2,4,NA,"42-30",1,"up 0.5","Buehrle","Hudson","Jenks","2:20","N",27561,"--","L",2010
"3370",74,73,"73","Thursday Jun 24","boxscore","ATL","@","CHW","L",0,2,NA,"42-31",1,"up 0.5","Putz","Saito","Jenks","2:17","D",31076,"---","L",2010
"3371",75,74,"74","Friday Jun 25","boxscore","ATL","","DET","W",3,1,NA,"43-31",1,"up 0.5","Medlen","Oliver","Wagner","2:39","N",36634,"+","W",2010
"3372",76,75,"75","Saturday Jun 26","boxscore","ATL","","DET","W",4,3,NA,"44-31",1,"up 1.5","Kawakami","Zumaya","Moylan","3:23","D",39184,"++","W",2010
"3373",77,76,"76","Sunday Jun 27","boxscore","ATL","","DET","L",4,10,NA,"44-32",1,"up 0.5","Verlander","Hanson","","3:14","D",26034,"-","L",2010
"3374",78,77,"77","Monday Jun 28","boxscore","ATL","","WSN","W",5,0,NA,"45-32",1,"up 1.5","Hudson","Strasburg","","2:57","N",42889,"+","W",2010
"3375",79,78,"78","Tuesday Jun 29","boxscore","ATL","","WSN","L",2,7,NA,"45-33",1,"up 1.5","Stammen","Lowe","","2:59","N",19045,"-","L",2010
"3376",80,79,"79","Wednesday Jun 30","boxscore","ATL","","WSN","W",4,1,NA,"46-33",1,"up 1.5","Jurrjens","Martin","Wagner","2:57","N",20091,"+","W",2010
"3377",81,80,"80","Friday Jul 2","boxscore","ATL","","FLA","W-wo",4,3,11,"47-33",1,"up 2.0","Venters","Oviedo","","3:20","N",34332,"++","W",2010
"3378",82,81,"81","Saturday Jul 3","boxscore","ATL","","FLA","W",4,1,NA,"48-33",1,"up 3.0","Hanson","Sanchez","Wagner","2:46","D",30148,"+++","W",2010
"3379",83,82,"82","Sunday Jul 4","boxscore","ATL","","FLA","L",2,3,NA,"48-34",1,"up 2.0","Nolasco","Hudson","Oviedo","2:55","N",44163,"-","L",2010
"3380",84,83,"83","Monday Jul 5","boxscore","ATL","@","PHI","L",1,3,NA,"48-35",1,"up 2.0","Halladay","Lowe","","2:14","N",45404,"--","L",2010
"3381",85,84,"84","Tuesday Jul 6","boxscore","ATL","@","PHI","W",6,3,11,"49-35",1,"up 2.0","Chavez","Herndon","Wagner","3:31","N",44715,"+","W",2010
"3382",86,85,"85","Wednesday Jul 7","boxscore","ATL","@","PHI","W",7,5,NA,"50-35",1,"up 3.0","Medlen","Moyer","Wagner","2:53","N",44282,"++","W",2010
"3383",87,86,"86","Friday Jul 9","boxscore","ATL","@","NYM","W",4,2,NA,"51-35",1,"up 4.0","O'Flaherty","Dickey","Wagner","3:06","N",36356,"+++","W",2010
"3384",88,87,"87","Saturday Jul 10","boxscore","ATL","@","NYM","W",4,0,NA,"52-35",1,"up 5.0","Hudson","Pelfrey","","3:03","D",37793,"++++","W",2010
"3385",89,88,"88","Sunday Jul 11","boxscore","ATL","@","NYM","L",0,3,NA,"52-36",1,"up 4.0","Santana","Lowe","Rodriguez","2:50","D",36402,"-","L",2010
"3386",90,89,"89","Thursday Jul 15","boxscore","ATL","","MIL","W",2,1,NA,"53-36",1,"up 5.0","Jurrjens","Bush","Wagner","2:46","N",35057,"+","W",2010
"3387",91,90,"90","Friday Jul 16","boxscore","ATL","","MIL","L",3,9,NA,"53-37",1,"up 5.0","Wolf","Hanson","","3:08","N",37014,"-","L",2010
"3388",92,91,"91","Saturday Jul 17","boxscore","ATL","","MIL","L",3,6,NA,"53-38",1,"up 4.5","Narveson","Hudson","Axford","2:52","N",48174,"--","L",2010
"3389",93,92,"92","Sunday Jul 18","boxscore","ATL","","MIL","W",11,6,NA,"54-38",1,"up 5.0","Lowe","Parra","","3:01","D",24732,"+","W",2010
"3390",94,93,"93","Tuesday Jul 20","boxscore","ATL","","SDP","W",4,1,NA,"55-38",1,"up 6.5","Jurrjens","LeBlanc","Wagner","2:37","N",30621,"++","W",2010
"3391",95,94,"94","Wednesday Jul 21","boxscore","ATL","","SDP","L",4,6,12,"55-39",1,"up 6.5","Stauffer","Medlen","Bell","4:13","N",30039,"-","L",2010
"3392",96,95,"95","Thursday Jul 22","boxscore","ATL","","SDP","W",8,0,NA,"56-39",1,"up 7.0","Hudson","Richard","","2:55","D",26450,"+","W",2010
"3393",97,96,"96","Friday Jul 23","boxscore","ATL","@","FLA","L-wo",6,7,NA,"56-40",1,"up 6.0","Veras","Wagner","","3:40","N",19204,"-","L",2010
"3394",98,97,"97","Saturday Jul 24","boxscore","ATL","@","FLA","W",10,5,NA,"57-40",1,"up 6.0","Chavez","Marinez","","3:01","N",30245,"+","W",2010
"3395",99,98,"98","Sunday Jul 25","boxscore","ATL","@","FLA","L-wo",4,5,11,"57-41",1,"up 5.0","Sosa","Chavez","","3:22","D",17321,"-","L",2010
"3396",100,99,"99","Tuesday Jul 27","boxscore","ATL","@","WSN","L",0,3,NA,"57-42",1,"up 3.5","Batista","Hanson","Capps","2:24","N",40043,"--","L",2010
"3397",101,100,"100","Wednesday Jul 28","boxscore","ATL","@","WSN","W",3,1,NA,"58-42",1,"up 3.5","Hudson","Hernandez","Wagner","2:55","N",24263,"+","W",2010
"3398",103,101,"101","Thursday Jul 29","boxscore","ATL","@","WSN","L",3,5,NA,"58-43",1,"up 2.5","Olsen","Lowe","Capps","2:33","D",30263,"-","L",2010
"3399",104,102,"102","Friday Jul 30","boxscore","ATL","@","CIN","W",6,4,10,"59-43",1,"up 3.5","Chavez","Cordero","Wagner","3:46","N",40373,"+","W",2010
"3400",105,103,"103","Saturday Jul 31","boxscore","ATL","@","CIN","L",2,5,NA,"59-44",1,"up 3.5","Arroyo","Jurrjens","Cordero","2:53","D",41611,"-","L",2010
"3401",106,104,"104","Sunday Aug 1","boxscore","ATL","@","CIN","L",1,2,NA,"59-45",1,"up 2.5","Volquez","Hanson","Cordero","2:48","D",40871,"--","L",2010
"3402",107,105,"105","Monday Aug 2","boxscore","ATL","","NYM","W",4,1,NA,"60-45",1,"up 3.0","Hudson","Santana","Wagner","3:00","N",33030,"+","W",2010
"3403",108,106,"106","Tuesday Aug 3","boxscore","ATL","","NYM","L",2,3,NA,"60-46",1,"up 2.0","Acosta","Wagner","Rodriguez","2:53","N",26578,"-","L",2010
"3404",109,107,"107","Wednesday Aug 4","boxscore","ATL","","NYM","W",8,3,NA,"61-46",1,"up 2.0","Dunn","Pelfrey","","3:05","N",28536,"+","W",2010
"3405",110,108,"108","Thursday Aug 5","boxscore","ATL","","SFG","W",3,2,NA,"62-46",1,"up 2.0","Jurrjens","Lincecum","Wagner","2:37","N",24538,"++","W",2010
"3406",111,109,"109","Friday Aug 6","boxscore","ATL","","SFG","L",2,3,11,"62-47",1,"up 1.0","Lopez","Moylan","Wilson","3:12","N",42178,"-","L",2010
"3407",112,110,"110","Saturday Aug 7","boxscore","ATL","","SFG","W",3,0,NA,"63-47",1,"up 2.0","Hudson","Cain","Wagner","2:23","N",47305,"+","W",2010
"3408",113,111,"111","Sunday Aug 8","boxscore","ATL","","SFG","W",6,3,NA,"64-47",1,"up 2.0","Lowe","Sanchez","Saito","2:59","D",33865,"++","W",2010
"3409",114,112,"112","Monday Aug 9","boxscore","ATL","@","HOU","L",4,10,NA,"64-48",1,"up 1.5","Byrdak","Farnsworth","","2:53","N",34684,"-","L",2010
"34101",115,113,"113","Tuesday Aug 10","boxscore","ATL","@","HOU","W",4,2,NA,"65-48",1,"up 2.5","Venters","Lindstrom","Wagner","2:47","N",34155,"+","W",2010
"3411",116,114,"114","Wednesday Aug 11","boxscore","ATL","@","HOU","W",8,2,10,"66-48",1,"up 2.5","Wagner","Lyon","","3:01","D",31352,"++","W",2010
"3412",117,115,"115","Friday Aug 13","boxscore","ATL","","LAD","W",1,0,NA,"67-48",1,"up 3.0","Hudson","Kuroda","Wagner","2:31","N",38602,"+++","W",2010
"3413",118,116,"116","Saturday Aug 14","boxscore","ATL","","LAD","L",1,2,NA,"67-49",1,"up 2.0","Lilly","Lowe","Kuo","3:07","N",49267,"-","L",2010
"3414",119,117,"117","Sunday Aug 15","boxscore","ATL","","LAD","W",13,1,NA,"68-49",1,"up 2.0","Jurrjens","Padilla","","2:59","D",28105,"+","W",2010
"3415",120,118,"118","Monday Aug 16","boxscore","ATL","","LAD","W-wo",4,3,NA,"69-49",1,"up 2.5","Moylan","Kuo","","3:13","N",20414,"++","W",2010
"3416",121,119,"119","Tuesday Aug 17","boxscore","ATL","","WSN","W",10,2,NA,"70-49",1,"up 2.5","Minor","Olsen","","3:04","N",16911,"+++","W",2010
"3417",122,120,"120","Wednesday Aug 18","boxscore","ATL","","WSN","W-wo",3,2,NA,"71-49",1,"up 2.5","Wagner","Burnett","","2:43","N",18105,"++++","W",2010
"3418",123,121,"121","Thursday Aug 19","boxscore","ATL","","WSN","L",2,6,NA,"71-50",1,"up 2.5","Lannan","Lowe","","3:00","D",15593,"-","L",2010
"3419",124,122,"122","Friday Aug 20","boxscore","ATL","@","CHC","W",5,3,NA,"72-50",1,"up 2.5","Moylan","Marmol","Wagner","2:35","D",39345,"+","W",2010
"3420",125,123,"123","Saturday Aug 21","boxscore","ATL","@","CHC","L",4,5,NA,"72-51",1,"up 2.5","Gorzelanny","Hanson","Marmol","2:59","D",41099,"-","L",2010
"3421",126,124,"124","Sunday Aug 22","boxscore","ATL","@","CHC","W",16,5,NA,"73-51",1,"up 2.5","Minor","Wells","","2:54","D",37518,"+","W",2010
"3422",127,125,"125","Monday Aug 23","boxscore","ATL","@","COL","L",4,5,NA,"73-52",1,"up 2.5","Betancourt","Venters","Street","2:50","N",34172,"-","L",2010
"3423",128,126,"126","Tuesday Aug 24","boxscore","ATL","@","COL","L",2,5,NA,"73-53",1,"up 2.5","De La Rosa","Lowe","Street","2:35","N",34485,"--","L",2010
"3424",129,127,"127","Wednesday Aug 25","boxscore","ATL","@","COL","L",10,12,NA,"73-54",1,"up 2.5","Belisle","Venters","","3:22","D",27675,"---","L",2010
"3425",130,128,"128","Friday Aug 27","boxscore","ATL","","FLA","L",1,7,NA,"73-55",1,"up 2.0","Volstad","Hanson","","2:31","N",29722,"----","L",2010
"3426",131,129,"129","Saturday Aug 28","boxscore","ATL","","FLA","W",12,3,NA,"74-55",1,"up 2.0","Hudson","Nolasco","","2:51","N",43846,"+","W",2010
"3427",132,130,"130","Sunday Aug 29","boxscore","ATL","","FLA","W-wo",7,6,NA,"75-55",1,"up 2.0","Saito","Oviedo","","3:15","D",38170,"++","W",2010
"3428",133,131,"131","Monday Aug 30","boxscore","ATL","","NYM","W",9,3,NA,"76-55",1,"up 3.0","Jurrjens","Misch","","3:12","N",18842,"+++","W",2010
"3429",134,132,"132","Tuesday Aug 31","boxscore","ATL","","NYM","W",9,2,NA,"77-55",1,"up 3.0","Minor","Niese","","2:47","N",18430,"++++","W",2010
"3430",135,133,"133","Wednesday Sep 1","boxscore","ATL","","NYM","W",4,1,NA,"78-55",1,"up 3.0","Hanson","Pelfrey","Wagner","2:31","N",19938,"+++++","W",2010
"3431",136,134,"134","Thursday Sep 2","boxscore","ATL","","NYM","L",2,4,NA,"78-56",1,"up 2.0","Santana","Hudson","Takahashi","2:46","N",24895,"-","L",2010
"3432",137,135,"135","Friday Sep 3","boxscore","ATL","@","FLA","L",1,6,NA,"78-57",1,"up 1.0","Miller","Kawakami","","2:50","N",19226,"--","L",2010
"3433",138,136,"136","Saturday Sep 4","boxscore","ATL","@","FLA","W",2,0,NA,"79-57",1,"up 1.0","Jurrjens","Johnson","Wagner","2:49","N",23912,"+","W",2010
"3434",139,137,"137","Sunday Sep 5","boxscore","ATL","@","FLA","L-wo",6,7,10,"79-58",1,"up 1.0","Badenhop","O'Flaherty","","3:25","D",19504,"-","L",2010
"3435",140,138,"138","Monday Sep 6","boxscore","ATL","@","PIT","L",1,3,NA,"79-59",1,"up 0.5","Burres","Hanson","Hanrahan","2:42","D",15330,"--","L",2010
"3436",141,139,"139","Tuesday Sep 7","boxscore","ATL","@","PIT","L",0,5,NA,"79-60",2,"0.5","McDonald","Hudson","","2:24","N",11070,"---","L",2010
"3437",142,140,"140","Wednesday Sep 8","boxscore","ATL","@","PIT","W",9,3,NA,"80-60",2,"0.5","Lowe","Duke","","3:10","N",13113,"+","W",2010
"3438",143,141,"141","Thursday Sep 9","boxscore","ATL","","STL","L",4,11,NA,"80-61",2,"1.0","Wainwright","Jurrjens","","2:44","N",20776,"-","L",2010
"3439",144,142,"142","Friday Sep 10","boxscore","ATL","","STL","W",8,6,NA,"81-61",2,"1.0","Moylan","Carpenter","Wagner","3:04","N",40656,"+","W",2010
"3440",145,143,"143","Saturday Sep 11","boxscore","ATL","","STL","W-wo",6,3,12,"82-61",1,"Tied","Kimbrel","Boggs","","4:01","D",51078,"++","W",2010
"3441",146,144,"144","Sunday Sep 12","boxscore","ATL","","STL","L",3,7,NA,"82-62",2,"1.0","Lohse","Hudson","","3:15","N",27156,"-","L",2010
"3442",147,145,"145","Monday Sep 13","boxscore","ATL","","WSN","W",4,0,NA,"83-62",2,"1.0","Lowe","Maya","","2:13","N",18647,"+","W",2010
"3443",148,146,"146","Tuesday Sep 14","boxscore","ATL","","WSN","L",0,6,NA,"83-63",2,"2.0","Hernandez","Jurrjens","","2:39","N",26954,"-","L",2010
"3444",149,147,"147","Wednesday Sep 15","boxscore","ATL","","WSN","L",2,4,NA,"83-64",2,"3.0","Lannan","Minor","Storen","2:53","D",19237,"--","L",2010
"3445",150,148,"148","Friday Sep 17","boxscore","ATL","@","NYM","W",6,4,NA,"84-64",2,"3.0","Hanson","Niese","Wagner","2:36","N",28002,"+","W",2010
"3446",151,149,"149","Saturday Sep 18","boxscore","ATL","@","NYM","W",4,2,NA,"85-64",2,"3.0","Hudson","Gee","Wagner","2:28","D",33051,"++","W",2010
"3447",152,150,"150","Sunday Sep 19","boxscore","ATL","@","NYM","W",6,3,NA,"86-64",2,"3.0","Lowe","Dickey","Kimbrel","2:57","D",33612,"+++","W",2010
"3448",154,151,"151","Monday Sep 20","boxscore","ATL","@","PHI","L",1,3,NA,"86-65",2,"4.0","Hamels","Beachy","Lidge","2:45","N",45256,"-","L",2010
"3449",155,152,"152","Tuesday Sep 21","boxscore","ATL","@","PHI","L",3,5,NA,"86-66",2,"5.0","Halladay","Minor","Lidge","3:00","N",45264,"--","L",2010
"3450",156,153,"153","Wednesday Sep 22","boxscore","ATL","@","PHI","L",0,1,NA,"86-67",2,"6.0","Madson","Venters","Lidge","2:47","N",45310,"---","L",2010
"3451",157,154,"154","Friday Sep 24","boxscore","ATL","@","WSN","L",3,8,NA,"86-68",2,"7.0","Zimmermann","Hudson","","3:08","N",22515,"----","L",2010
"3452",158,155,"155","Saturday Sep 25","boxscore","ATL","@","WSN","W",5,0,NA,"87-68",2,"6.0","Lowe","Maya","","3:04","D",23824,"+","W",2010
"3453",159,156,"156","Sunday Sep 26","boxscore","ATL","@","WSN","L",2,4,NA,"87-69",2,"6.0","Burnett","Farnsworth","Storen","2:55","D",21625,"-","L",2010
"3454",160,157,"157","Monday Sep 27","boxscore","ATL","","FLA","W-wo",2,1,11,"88-69",2,"6.0","Dunn","Veras","","3:17","N",26338,"+","W",2010
"3455",161,158,"158","Tuesday Sep 28","boxscore","ATL","","FLA","W",3,2,NA,"89-69",2,"5.0","Kimbrel","Sanchez","Wagner","2:44","N",36155,"++","W",2010
"3456",162,159,"159","Wednesday Sep 29","boxscore","ATL","","FLA","W",5,1,NA,"90-69",2,"5.0","Lowe","Miller","","2:52","D",36390,"+++","W",2010
"3457",163,160,"160","Friday Oct 1","boxscore","ATL","","PHI","L",5,11,NA,"90-70",2,"6.0","Kendrick","Beachy","","3:35","N",51139,"-","L",2010
"3458",164,161,"161","Saturday Oct 2","boxscore","ATL","","PHI","L",0,7,NA,"90-71",2,"7.0","Bastardo","Venters","","3:26","D",54296,"--","L",2010
"3459",165,162,"162","Sunday Oct 3","boxscore","ATL","","PHI","W",8,7,NA,"91-71",2,"6.0","Hudson","Baez","Wagner","2:54","D",52613,"+","W",2010
"3460",167,NA,"NLDS Game 1","Thursday Oct 7","boxscore","ATL","@","SFG","L",0,1,NA,"0-1",NA,"","Lincecum","Lowe","","2:26","N",43936,"","L",2010
"3461",168,NA,"NLDS Game 2","Friday Oct 8","boxscore","ATL","@","SFG","W",5,4,11,"1-1",NA,"","Farnsworth","Ramirez","","3:47","N",44046,"","W",2010
"3462",169,NA,"NLDS Game 3","Sunday Oct 10","boxscore","ATL","","SFG","L",2,3,NA,"1-2",NA,"","Romo","Kimbrel","Wilson","3:23","D",53284,"","L",2010
"3463",170,NA,"NLDS Game 4","Monday Oct 11","boxscore","ATL","","SFG","L",2,3,NA,"1-3",NA,"","Bumgarner","Lowe","Wilson","2:56","N",44532,"","L",2010
"3464",1,1,"1","Thursday Mar 31","boxscore","ATL","@","WSN","W",2,0,NA,"1-0",1,"up 0.5","Lowe","Hernandez","Kimbrel","2:32","D",39055,"+","W",2011
