"","X.2","Rk","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","WinorLoss","Year","StreakNo","Count"
"1652",33,33,"33","Thursday May 15","boxscore","ATL","@","MON","W",7,4,10,"15-18",4,"4.5","Sutter","Schatzeder","Dedmon","3:10","D",11862,"+","W",1986,21,1
"1653",34,34,"34","Friday May 16","boxscore","ATL","","STL","W",6,2,NA,"16-18",4,"4.5","Mahler","Forsch","","2:18","N",15551,"++","W",1986,21,1
"1654",35,35,"35","Saturday May 17","boxscore","ATL","","STL","W",2,0,NA,"17-18",4,"4.5","Johnson","Cox","Sutter","2:23","N",37350,"+++","W",1986,21,1
"1655",36,36,"36","Sunday May 18","boxscore","ATL","","STL","W",5,2,NA,"18-18",3,"3.5","Smith","Tudor","Assenmacher","2:19","D",22861,"++++","W",1986,21,1
"1656",37,37,"37","Tuesday May 20","boxscore","ATL","","CHC","W",8,3,NA,"19-18",3,"2.5","Palmer","Sanderson","","2:28","N",16925,"+++++","W",1986,21,1
"1657",38,38,"38","Wednesday May 21","boxscore","ATL","","CHC","W-wo",9,8,13,"20-18",3,"1.5","Dedmon","Frazier","","4:30","N",16759,"++++++","W",1986,21,1
"1658",39,39,"39","Thursday May 22","boxscore","ATL","","CHC","W",2,0,NA,"21-18",3,"1.5","Johnson","Trout","Assenmacher","2:10","D",14646,"+++++++","W",1986,21,1
"1659",40,40,"40","Friday May 23","boxscore","ATL","@","STL","L",2,3,NA,"21-19",4,"1.5","Tudor","Smith","Worrell","2:35","N",33774,"-","L",1986,22,1
"1660",41,41,"41","Saturday May 24","boxscore","ATL","@","STL","L",5,9,NA,"21-20",4,"1.5","Burris","Palmer","Worrell","2:47","N",39352,"--","L",1986,22,1
"1661",42,42,"42","Sunday May 25","boxscore","ATL","@","STL","W",6,2,6,"22-20",3,"1.5","Mahler","Conroy","","1:34","D",37966,"+","W",1986,23,1
"1662",43,43,"43","Monday May 26","boxscore","ATL","@","PIT","W",9,4,NA,"23-20",3,"1.5","Assenmacher","Walk","","2:52","D",14102,"++","W",1986,23,1
"1663",44,44,"44","Tuesday May 27","boxscore","ATL","@","PIT","W",6,2,12,"24-20",2,"1.5","Garber","Walk","","3:45","N",2830,"+++","W",1986,23,1
"1664",45,45,"45","Wednesday May 28","boxscore","ATL","@","PIT","L",3,4,NA,"24-21",2,"2.5","McWilliams","Palmer","DeLeon","2:24","N",6860,"-","L",1986,24,1
"1665",46,46,"46","Friday May 30","boxscore","ATL","@","CHC","L",1,6,NA,"24-22",2,"2.5","Sanderson","Mahler","Fontenot","2:42","D",25537,"--","L",1986,24,1
"1666",47,47,"47","Saturday May 31","boxscore","ATL","@","CHC","W",8,4,NA,"25-22",2,"2.5","Dedmon","Eckersley","Garber","2:44","D",33604,"+","W",1986,25,1
"1667",48,48,"48","Sunday Jun 1","boxscore","ATL","@","CHC","L",3,7,NA,"25-23",3,"3.5","Hoffman","Smith","","2:09","D",33535,"-","L",1986,26,1
"1668",49,49,"49","Monday Jun 2","boxscore","ATL","","PIT","L",2,9,NA,"25-24",3,"3.5","Reuschel","Palmer","","2:59","N",12996,"--","L",1986,26,1
"1669",50,50,"50","Tuesday Jun 3","boxscore","ATL","","PIT","W",8,5,NA,"26-24",3,"2.5","Mahler","Guante","Assenmacher","2:38","N",10649,"+","W",1986,27,1
"1670",52,51,"51","Wednesday Jun 4","boxscore","ATL","","PIT","L",3,12,NA,"26-25",3,"3.5","Bielecki","Johnson","Winn","2:50","N",14012,"-","L",1986,28,1
"1671",53,52,"52","Thursday Jun 5","boxscore","ATL","@","SDP","W",4,2,NA,"27-25",3,"2.5","Smith","Dravecky","Garber","2:47","N",12863,"+","W",1986,29,1
"1672",54,53,"53","Friday Jun 6","boxscore","ATL","@","SDP","L-wo",2,3,11,"27-26",3,"2.5","Walter","Dedmon","","3:34","N",19224,"-","L",1986,30,1
"1673",55,54,"54","Saturday Jun 7","boxscore","ATL","@","SDP","W",4,2,NA,"28-26",3,"2.5","Mahler","Hoyt","Assenmacher","2:42","N",54732,"+","W",1986,31,1
"1674",56,55,"55","Sunday Jun 8","boxscore","ATL","@","SDP","L",1,4,NA,"28-27",3,"3.5","Thurmond","Johnson","","2:13","D",20472,"-","L",1986,32,1
"1675",57,56,"56","Tuesday Jun 10","boxscore","ATL","@","SFG","L",0,3,NA,"28-28",3,"5.0","Blue","Smith","Robinson","2:27","N",14200,"--","L",1986,32,1
"1676",58,57,"57","Wednesday Jun 11","boxscore","ATL","@","SFG","W",2,1,10,"29-28",3,"4.0","Garber","Minton","","2:50","D",9149,"+","W",1986,33,1
"1677",59,58,"58","Friday Jun 13","boxscore","ATL","","CIN","W",3,2,NA,"30-28",3,"3.5","Mahler","Denny","Garber","2:26","N",38280,"++","W",1986,33,1
"1678",60,59,"59","Saturday Jun 14","boxscore","ATL","","CIN","L",1,2,NA,"30-29",3,"4.5","Robinson","Assenmacher","Franco","2:45","D",40210,"-","L",1986,34,1
"1679",61,60,"60","Sunday Jun 15","boxscore","ATL","","CIN","L",7,9,NA,"30-30",3,"4.5","Browning","Smith","Power","2:38","D",29304,"--","L",1986,34,1
"1680",62,61,"61","Monday Jun 16","boxscore","ATL","","CIN","W-wo",4,3,10,"31-30",3,"4.0","Garber","Franco","","3:25","N",15208,"+","W",1986,35,1
"1681",63,62,"62","Tuesday Jun 17","boxscore","ATL","","LAD","W-wo",4,3,10,"32-30",3,"3.0","Assenmacher","Howell","","3:24","N",24774,"++","W",1986,35,1
"1682",64,63,"63","Wednesday Jun 18","boxscore","ATL","","LAD","L",2,5,NA,"32-31",3,"3.0","Valenzuela","McMurtry","Niedenfuer","3:05","N",27808,"-","L",1986,36,1
"1683",65,64,"64","Thursday Jun 19","boxscore","ATL","","LAD","L",4,9,NA,"32-32",3,"4.0","Hershiser","Smith","","2:41","D",27671,"--","L",1986,36,1
"1684",66,65,"65","Friday Jun 20 (1)","boxscore","ATL","@","CIN","L",4,6,NA,"32-33",5,"4.5","Browning","Dedmon","Franco","2:40","D",0,"---","L",1986,36,1
"1685",67,66,"66","Friday Jun 20 (2)","boxscore","ATL","@","CIN","L",5,8,NA,"32-34",5,"4.5","Gullickson","Johnson","","2:22","N",28439,"----","L",1986,36,1
"1686",68,67,"67","Saturday Jun 21","boxscore","ATL","@","CIN","W",7,6,NA,"33-34",4,"3.5","Mahler","Welsh","Garber","3:06","N",36998,"+","W",1986,37,1
"1687",69,68,"68","Sunday Jun 22","boxscore","ATL","@","CIN","L",2,5,NA,"33-35",4,"4.5","Denny","McMurtry","Robinson","2:26","D",27389,"-","L",1986,38,1
"1688",70,69,"69","Monday Jun 23","boxscore","ATL","@","LAD","W",6,5,NA,"34-35",4,"4.5","Dedmon","Howell","Garber","3:30","N",48103,"+","W",1986,39,1
"1689",71,70,"70","Tuesday Jun 24","boxscore","ATL","@","LAD","L",2,6,NA,"34-36",4,"4.5","Hershiser","Palmer","","2:33","N",34193,"-","L",1986,40,1
"1690",72,71,"71","Wednesday Jun 25","boxscore","ATL","@","LAD","W",3,2,NA,"35-36",4,"3.5","Mahler","Honeycutt","Garber","3:15","N",34941,"+","W",1986,41,1
"1691",73,72,"72","Friday Jun 27","boxscore","ATL","","SDP","W",5,4,NA,"36-36",4,"3.5","Garber","Stoddard","","2:45","N",25493,"++","W",1986,41,1
"1692",74,73,"73","Saturday Jun 28","boxscore","ATL","","SDP","W",5,3,NA,"37-36",3,"3.5","Smith","McCullers","Assenmacher","2:46","N",39085,"+++","W",1986,41,1
"1693",75,74,"74","Sunday Jun 29","boxscore","ATL","","SDP","W",3,1,NA,"38-36",3,"3.0","Palmer","Thurmond","","2:12","D",23438,"++++","W",1986,41,1
"1694",76,75,"75","Monday Jun 30","boxscore","ATL","","SFG","W",5,1,NA,"39-36",3,"2.0","Mahler","Davis","","2:36","N",21094,"+++++","W",1986,41,1
"1695",77,76,"76","Tuesday Jul 1","boxscore","ATL","","SFG","L",6,9,10,"39-37",3,"2.5","Robinson","Johnson","","3:20","N",17376,"-","L",1986,42,1
"1696",78,77,"77","Wednesday Jul 2","boxscore","ATL","","SFG","W",7,4,NA,"40-37",3,"2.0","Smith","Garrelts","","2:25","N",16649,"+","W",1986,43,1
"1697",79,78,"78","Thursday Jul 3","boxscore","ATL","","MON","W",3,1,NA,"41-37",3,"1.5","Palmer","Hesketh","Garber","3:05","N",18268,"++","W",1986,43,1
"1698",80,79,"79","Friday Jul 4","boxscore","ATL","","MON","L",5,11,NA,"41-38",3,"2.5","Youmans","Mahler","","2:55","N",46609,"-","L",1986,44,1
"1699",81,80,"80","Saturday Jul 5","boxscore","ATL","","MON","L",5,12,NA,"41-39",3,"2.5","Smith","McMurtry","Schatzeder","2:53","N",33665,"--","L",1986,44,1
"1700",82,81,"81","Sunday Jul 6","boxscore","ATL","","MON","L",8,11,NA,"41-40",4,"3.5","Burke","Smith","Reardon","3:06","D",18153,"---","L",1986,44,1
"1701",83,82,"82","Monday Jul 7","boxscore","ATL","@","PHI","L",3,7,NA,"41-41",4,"4.0","Rawley","Palmer","Bedrosian","2:39","N",18768,"----","L",1986,44,1
"1702",84,83,"83","Tuesday Jul 8","boxscore","ATL","@","PHI","L",2,8,NA,"41-42",4,"4.0","Ruffin","Mahler","","2:22","N",22202,"-----","L",1986,44,1
"1703",85,84,"84","Wednesday Jul 9","boxscore","ATL","@","PHI","W",7,3,NA,"42-42",4,"3.0","Alexander","Gross","Garber","3:06","D",27371,"+","W",1986,45,1
"1704",86,85,"85","Thursday Jul 10","boxscore","ATL","@","NYM","L",1,5,NA,"42-43",4,"4.0","Ojeda","Smith","","2:22","N",34836,"-","L",1986,46,1
"1705",87,86,"86","Friday Jul 11","boxscore","ATL","@","NYM","L",0,11,NA,"42-44",4,"4.0","Fernandez","Palmer","","2:39","N",39924,"--","L",1986,46,1
"1706",88,87,"87","Saturday Jul 12","boxscore","ATL","@","NYM","L",1,10,NA,"42-45",4,"5.0","Aguilera","Mahler","","3:03","D",30899,"---","L",1986,46,1
"1707",89,88,"88","Sunday Jul 13","boxscore","ATL","@","NYM","L",0,2,NA,"42-46",5,"6.0","Darling","Alexander","","2:25","D",41128,"----","L",1986,46,1
"1708",90,89,"89","Thursday Jul 17","boxscore","ATL","@","MON","L",2,4,NA,"42-47",5,"7.0","Youmans","Mahler","Reardon","2:22","N",20164,"-----","L",1986,46,1
"1709",91,90,"90","Friday Jul 18","boxscore","ATL","@","MON","L",4,5,NA,"42-48",5,"7.0","Burke","Dedmon","Reardon","3:05","N",17945,"------","L",1986,46,1
"1710",92,91,"91","Saturday Jul 19","boxscore","ATL","@","MON","W",7,2,NA,"43-48",5,"6.0","Palmer","Tibbs","Garber","3:11","N",20506,"+","W",1986,47,1
"1711",93,92,"92","Monday Jul 21","boxscore","ATL","","PHI","L",1,3,NA,"43-49",5,"7.5","Tekulve","Dedmon","Bedrosian","2:43","N",12731,"-","L",1986,48,1
"1712",94,93,"93","Tuesday Jul 22","boxscore","ATL","","PHI","L",4,5,11,"43-50",5,"8.5","Bedrosian","McMurtry","Hume","3:09","N",14249,"--","L",1986,48,1
"1713",95,94,"94","Wednesday Jul 23","boxscore","ATL","","PHI","L",2,4,NA,"43-51",6,"9.5","Ruffin","Alexander","","2:19","N",11770,"---","L",1986,48,1
"1714",96,95,"95","Saturday Jul 26 (1)","boxscore","ATL","","NYM","W-wo",4,3,NA,"44-51",5,"8.0","Assenmacher","McDowell","","2:41","D",0,"+","W",1986,49,1
"1715",97,96,"96","Saturday Jul 26 (2)","boxscore","ATL","","NYM","W",8,5,NA,"45-51",5,"8.0","Acker","Fernandez","Garber","3:07","N",44400,"++","W",1986,49,1
"1716",98,97,"97","Sunday Jul 27","boxscore","ATL","","NYM","L",1,5,NA,"45-52",6,"9.0","Aguilera","Mahler","","2:43","D",33338,"-","L",1986,50,1
"1717",99,98,"98","Monday Jul 28","boxscore","ATL","@","HOU","L",2,4,NA,"45-53",6,"10.0","Knepper","Alexander","Smith","2:19","N",24597,"--","L",1986,50,1
"1718",100,99,"99","Tuesday Jul 29","boxscore","ATL","@","HOU","W",1,0,NA,"46-53",6,"9.0","Palmer","Scott","Garber","2:31","N",26610,"+","W",1986,51,1
"1719",101,100,"100","Wednesday Jul 30","boxscore","ATL","@","HOU","L",2,4,NA,"46-54",6,"10.0","Deshaies","Acker","Smith","2:50","N",34102,"-","L",1986,52,1
"1720",103,101,"101","Thursday Jul 31","boxscore","ATL","@","SFG","L-wo",2,3,NA,"46-55",6,"10.5","Garrelts","Garber","","3:25","N",13492,"--","L",1986,52,1
"1721",104,102,"102","Friday Aug 1","boxscore","ATL","@","SFG","L",1,3,NA,"46-56",6,"11.5","Blue","Mahler","Garrelts","2:41","N",14517,"---","L",1986,52,1
"1722",105,103,"103","Saturday Aug 2","boxscore","ATL","@","SFG","L",5,7,NA,"46-57",6,"12.5","Williams","Alexander","Berenguer","2:52","D",20290,"----","L",1986,52,1
"1723",106,104,"104","Sunday Aug 3","boxscore","ATL","@","SFG","W",4,2,NA,"47-57",6,"11.5","Palmer","Downs","Garber","3:04","D",28587,"+","W",1986,53,1
"1724",107,105,"105","Monday Aug 4","boxscore","ATL","@","SDP","W",4,1,NA,"48-57",6,"10.5","Acker","Dravecky","Garber","2:25","N",14164,"++","W",1986,53,1
"1725",108,106,"106","Tuesday Aug 5","boxscore","ATL","@","SDP","W",3,2,NA,"49-57",6,"10.5","Speck","Whitson","Olwine","2:37","N",14650,"+++","W",1986,53,1
"1726",109,107,"107","Wednesday Aug 6","boxscore","ATL","@","SDP","W",4,2,NA,"50-57",5,"9.5","Assenmacher","Hoyt","Garber","2:27","N",15391,"++++","W",1986,53,1
"1727",110,108,"108","Friday Aug 8","boxscore","ATL","","SFG","W",7,6,NA,"51-57",5,"9.5","Alexander","LaCoss","Garber","2:45","N",24181,"+++++","W",1986,53,1
"1728",111,109,"109","Saturday Aug 9","boxscore","ATL","","SFG","L",3,4,10,"51-58",5,"10.5","Garrelts","Dedmon","","3:33","N",31610,"-","L",1986,54,1
"1729",112,110,"110","Sunday Aug 10","boxscore","ATL","","SFG","L",3,4,NA,"51-59",6,"10.5","Berenguer","Garber","Garrelts","2:39","D",17695,"--","L",1986,54,1
"1730",113,111,"111","Monday Aug 11","boxscore","ATL","","SDP","W",11,6,NA,"52-59",5,"10.5","Mahler","Whitson","","2:19","N",8832,"+","W",1986,55,1
"1731",114,112,"112","Tuesday Aug 12","boxscore","ATL","","SDP","L",3,4,NA,"52-60",6,"11.5","Hoyt","Smith","Gossage","2:28","N",12005,"-","L",1986,56,1
"1732",115,113,"113","Wednesday Aug 13","boxscore","ATL","","SDP","W-wo",8,7,NA,"53-60",5,"10.5","Garber","Gossage","","2:46","N",11569,"+","W",1986,57,1
"1733",116,114,"114","Thursday Aug 14","boxscore","ATL","","SDP","W",7,3,NA,"54-60",5,"10.5","Dedmon","Walter","","2:32","N",22653,"++","W",1986,57,1
"1734",117,115,"115","Friday Aug 15","boxscore","ATL","","HOU","L",0,3,NA,"54-61",5,"11.5","Knepper","Acker","","2:14","N",26625,"-","L",1986,58,1
"1735",118,116,"116","Saturday Aug 16","boxscore","ATL","","HOU","L",4,7,NA,"54-62",5,"12.5","Keough","Mahler","Smith","2:43","N",31862,"--","L",1986,58,1
"1736",119,117,"117","Sunday Aug 17","boxscore","ATL","","HOU","W",4,3,NA,"55-62",5,"11.5","Speck","Andersen","Garber","2:54","D",17618,"+","W",1986,59,1
"1737",120,118,"118","Tuesday Aug 19","boxscore","ATL","@","CHC","W",7,2,NA,"56-62",5,"12.0","Alexander","Sutcliffe","","2:55","D",29372,"++","W",1986,59,1
"1738",121,119,"119","Wednesday Aug 20","boxscore","ATL","@","CHC","W",8,3,NA,"57-62",4,"11.0","Palmer","Eckersley","","2:57","D",20042,"+++","W",1986,59,1
"1739",122,120,"120","Thursday Aug 21","boxscore","ATL","@","CHC","W",5,2,NA,"58-62",4,"10.5","Acker","Lynch","Garber","2:28","D",22543,"++++","W",1986,59,1
"1740",123,121,"121","Friday Aug 22","boxscore","ATL","@","PIT","L",5,16,NA,"58-63",5,"10.5","Winn","Mahler","Jones","3:10","N",27517,"-","L",1986,60,1
"1741",124,122,"122","Saturday Aug 23","boxscore","ATL","@","PIT","L",3,4,NA,"58-64",5,"10.5","Reuschel","Smith","Robinson","2:11","N",15535,"--","L",1986,60,1
"1742",125,123,"123","Sunday Aug 24","boxscore","ATL","@","PIT","L",3,4,NA,"58-65",5,"11.5","Walk","Alexander","Robinson","2:27","D",15681,"---","L",1986,60,1
"1743",126,124,"124","Monday Aug 25","boxscore","ATL","@","STL","W",4,2,NA,"59-65",5,"11.5","Palmer","Forsch","Garber","2:47","N",21808,"+","W",1986,61,1
"1744",127,125,"125","Tuesday Aug 26","boxscore","ATL","@","STL","L",1,7,NA,"59-66",5,"11.5","Mathews","Acker","","2:28","N",19300,"-","L",1986,62,1
"1745",128,126,"126","Wednesday Aug 27","boxscore","ATL","@","STL","L",1,2,NA,"59-67",5,"12.5","Worrell","Mahler","","2:39","N",23887,"--","L",1986,62,1
"1746",129,127,"127","Friday Aug 29","boxscore","ATL","","CHC","L",3,7,NA,"59-68",5,"13.5","Sanderson","Smith","","3:08","N",16308,"---","L",1986,62,1
"1747",130,128,"128","Saturday Aug 30","boxscore","ATL","","CHC","W",4,3,NA,"60-68",5,"12.5","Alexander","Sutcliffe","Garber","2:32","D",21780,"+","W",1986,63,1
"1748",131,129,"129","Sunday Aug 31","boxscore","ATL","","CHC","W-wo",4,3,NA,"61-68",5,"11.5","Dedmon","Smith","","2:38","D",15534,"++","W",1986,63,1
"1749",132,130,"130","Monday Sep 1","boxscore","ATL","","STL","L",2,5,NA,"61-69",5,"12.5","Soff","Acker","Worrell","2:19","N",4572,"-","L",1986,64,1
"1750",133,131,"131","Tuesday Sep 2","boxscore","ATL","","STL","W",4,2,NA,"62-69",4,"12.5","Mahler","Tudor","Garber","2:15","N",2719,"+","W",1986,65,1
"1751",134,132,"132","Wednesday Sep 3","boxscore","ATL","","STL","L",3,5,NA,"62-70",5,"13.5","Cox","Smith","Worrell","2:35","N",4127,"-","L",1986,66,1
"1752",135,133,"133","Friday Sep 5","boxscore","ATL","","PIT","W-wo",4,3,NA,"63-70",4,"12.5","Assenmacher","Rhoden","","2:40","N",6992,"+","W",1986,67,1
"1753",136,134,"134","Saturday Sep 6","boxscore","ATL","","PIT","W",4,2,NA,"64-70",4,"12.5","Palmer","Fansler","Dedmon","2:34","N",8875,"++","W",1986,67,1
"1754",137,135,"135","Sunday Sep 7","boxscore","ATL","","PIT","L",1,3,NA,"64-71",4,"13.5","Kipper","Speck","Jones","2:24","D",6021,"-","L",1986,68,1
"1755",138,136,"136","Monday Sep 8","boxscore","ATL","@","LAD","L",0,7,NA,"64-72",5,"14.5","Welch","Mahler","","2:46","N",46166,"--","L",1986,68,1
"1756",139,137,"137","Tuesday Sep 9","boxscore","ATL","@","LAD","L",5,9,NA,"64-73",5,"15.5","Honeycutt","Smith","Pena","2:50","N",22643,"---","L",1986,68,1
"1757",140,138,"138","Wednesday Sep 10","boxscore","ATL","@","SDP","L",4,9,NA,"64-74",5,"15.5","McCullers","Garber","","2:42","N",7338,"----","L",1986,68,1
"1758",141,139,"139","Thursday Sep 11","boxscore","ATL","@","SDP","L",1,9,NA,"64-75",5,"15.5","Wojna","Palmer","","2:14","N",6187,"-----","L",1986,68,1
"1759",142,140,"140","Friday Sep 12","boxscore","ATL","@","SFG","L",2,11,NA,"64-76",5,"16.5","Krukow","Acker","","2:28","N",11142,"------","L",1986,68,1
"1760",143,141,"141","Saturday Sep 13","boxscore","ATL","@","SFG","W",4,1,NA,"65-76",5,"15.5","Mahler","Mulholland","","2:50","D",12377,"+","W",1986,69,1
"1761",144,142,"142","Sunday Sep 14","boxscore","ATL","@","SFG","L-wo",6,7,NA,"65-77",6,"15.5","Garrelts","Assenmacher","","2:53","D",8594,"-","L",1986,70,1
"1762",145,143,"143","Tuesday Sep 16","boxscore","ATL","","LAD","W",3,1,NA,"66-77",5,"15.5","Alexander","Hershiser","Garber","2:18","N",5669,"+","W",1986,71,1
"1763",146,144,"144","Wednesday Sep 17","boxscore","ATL","","LAD","W",4,1,NA,"67-77",5,"15.5","Dedmon","Valenzuela","","3:06","N",6475,"++","W",1986,71,1
"1764",147,145,"145","Thursday Sep 18","boxscore","ATL","","LAD","W-wo",4,3,12,"68-77",4,"15.5","Assenmacher","Holton","","3:49","N",4956,"+++","W",1986,71,1
"1765",148,146,"146","Friday Sep 19","boxscore","ATL","","SFG","L",0,4,NA,"68-78",5,"16.5","Downs","Mahler","Robinson","2:41","N",8279,"-","L",1986,72,1
"1766",149,147,"147","Saturday Sep 20","boxscore","ATL","","SFG","W",2,1,NA,"69-78",4,"16.5","Puleo","LaCoss","","2:12","D",9775,"+","W",1986,73,1
"1767",150,148,"148","Sunday Sep 21","boxscore","ATL","","SFG","L",2,8,NA,"69-79",4,"16.5","Krukow","Alexander","","2:44","D",5138,"-","L",1986,74,1
"1768",151,149,"149","Monday Sep 22","boxscore","ATL","","SDP","W-wo",9,8,NA,"70-79",4,"15.5","Smith","Hoyt","","3:13","N",2419,"+","W",1986,75,1
"1769",152,150,"150","Tuesday Sep 23","boxscore","ATL","","SDP","L",2,5,NA,"70-80",4,"16.5","Booker","Acker","McCullers","2:28","N",3090,"-","L",1986,76,1
"1770",154,151,"151","Wednesday Sep 24","boxscore","ATL","@","CIN","L",1,4,NA,"70-81",4,"17.5","Power","Mahler","Franco","2:37","N",15118,"--","L",1986,76,1
"1771",155,152,"152","Thursday Sep 25","boxscore","ATL","@","CIN","L",4,6,NA,"70-82",6,"18.5","Gullickson","Puleo","Robinson","2:41","D",8332,"---","L",1986,76,1
"1772",156,153,"153","Friday Sep 26","boxscore","ATL","","HOU","W",5,4,NA,"71-82",4,"17.5","Alexander","Keough","Smith","2:15","N",6754,"+","W",1986,77,1
"1773",157,154,"154","Saturday Sep 27","boxscore","ATL","","HOU","L",0,4,NA,"71-83",4,"18.5","Darwin","Palmer","","2:22","D",13545,"-","L",1986,78,1
"1774",158,155,"155","Sunday Sep 28","boxscore","ATL","","HOU","L",0,2,NA,"71-84",4,"19.5","Deshaies","Acker","Smith","2:22","D",6280,"--","L",1986,78,1
"1775",159,156,"156","Tuesday Sep 30","boxscore","ATL","","CIN","W",8,7,NA,"72-84",4,"18.5","Mahler","Gullickson","Garber","2:41","N",2763,"+","W",1986,79,1
"1776",160,157,"157","Wednesday Oct 1","boxscore","ATL","","CIN","L",5,6,NA,"72-85",4,"19.5","Murphy","Garber","Franco","3:05","N",2992,"-","L",1986,80,1
"1777",161,158,"158","Thursday Oct 2","boxscore","ATL","","CIN","L",4,6,13,"72-86",5,"20.5","Murphy","Puleo","","3:39","N",4636,"--","L",1986,80,1
"1778",162,159,"159","Friday Oct 3","boxscore","ATL","@","HOU","L",2,6,NA,"72-87",5,"21.5","Ryan","Acker","","2:22","N",25068,"---","L",1986,80,1
"1779",163,160,"160","Saturday Oct 4","boxscore","ATL","@","HOU","L",2,3,NA,"72-88",6,"22.5","Deshaies","Smith","Lopez","2:18","D",17314,"----","L",1986,80,1
"1780",164,161,"161","Sunday Oct 5","boxscore","ATL","@","HOU","L",1,4,NA,"72-89",6,"23.5","Knepper","Mahler","","1:50","D",37531,"-----","L",1986,80,1
"1781",1,1,"1","Tuesday Apr 7","boxscore","ATL","","PHI","W",6,0,NA,"1-0",3,"0.5","Mahler","Rawley","","2:17","N",31343,"+","W",1987,1,1
"1782",2,2,"2","Thursday Apr 9","boxscore","ATL","","PHI","W-wo",8,7,10,"2-0",3,NA,"Garber","Schatzeder","","3:20","N",8907,"++","W",1987,1,1
"1783",3,3,"3","Friday Apr 10","boxscore","ATL","@","NYM","L",3,6,NA,"2-1",4,NA,"Fernandez","Palmer","Sisk","2:42","N",29292,"-","L",1987,2,1
"1784",4,4,"4","Saturday Apr 11","boxscore","ATL","@","NYM","W",4,3,NA,"3-1",4,"1.5","Garber","Cone","","3:12","D",37437,"+","W",1987,3,1
"1785",5,5,"5","Sunday Apr 12","boxscore","ATL","@","NYM","W",12,4,NA,"4-1",2,"1.5","O'Neal","Ojeda","","2:56","D",37019,"++","W",1987,3,1
"1786",6,6,"6","Monday Apr 13","boxscore","ATL","","CIN","L",2,7,NA,"4-2",4,"1.5","Gullickson","Smith","","2:38","D",10678,"-","L",1987,4,1
"1787",7,7,"7","Tuesday Apr 14","boxscore","ATL","","CIN","L",3,6,NA,"4-3",4,NA,"Power","Palmer","Franco","2:29","N",8768,"--","L",1987,4,1
"1788",8,8,"8","Wednesday Apr 15","boxscore","ATL","","CIN","W",4,3,NA,"5-3",4,NA,"Mahler","Browning","Garber","2:26","N",8990,"+","W",1987,5,1
"1789",9,9,"9","Friday Apr 17","boxscore","ATL","@","SFG","W",2,0,NA,"6-3",4,NA,"Smith","Krukow","","2:05","N",20459,"++","W",1987,5,1
"1790",10,10,"10","Saturday Apr 18","boxscore","ATL","@","SFG","L-wo",1,2,10,"6-4",4,NA,"Garrelts","Garber","","3:03","D",22054,"-","L",1987,6,1
"1791",11,11,"11","Sunday Apr 19","boxscore","ATL","@","SFG","L-wo",3,4,NA,"6-5",4,NA,"Robinson","Assenmacher","","2:48","D",34794,"--","L",1987,6,1
"1792",12,12,"12","Tuesday Apr 21","boxscore","ATL","@","HOU","L-wo",6,7,NA,"6-6",4,"3.5","Andersen","Garber","","2:37","N",14602,"---","L",1987,6,1
"1793",13,13,"13","Wednesday Apr 22","boxscore","ATL","@","HOU","L",0,6,NA,"6-7",5,"3.5","Deshaies","Palmer","","2:41","N",15539,"----","L",1987,6,1
"1794",14,14,"14","Thursday Apr 23","boxscore","ATL","@","HOU","L",3,5,NA,"6-8",5,NA,"Meads","Mahler","Smith","3:05","N",14757,"-----","L",1987,6,1
"1795",15,15,"15","Friday Apr 24","boxscore","ATL","","SFG","L",5,7,NA,"6-9",5,NA,"Minton","Acker","Robinson","3:14","N",11398,"------","L",1987,6,1
"1796",16,16,"16","Saturday Apr 25","boxscore","ATL","","SFG","W-wo",5,3,NA,"7-9",5,NA,"Garber","Garrelts","","2:48","D",13949,"+","W",1987,7,1
